2
 1 11 0 0 0.0 0.0 0.00142 0.000511 0 0.0 0.0 -500.0 
 1 -11 0 0 0.0 0.0 -0.00142 0.000511 0 0.0 0.0 500.0 
2
 1 11 0 0 0.0 0.0 0.00142 0.000511 0 0.0 0.0 -500.0 
 1 -11 0 0 0.0 0.0 -0.00142 0.000511 0 0.0 0.0 500.0 
2
 1 11 0 0 0.0 0.0 0.00142 0.000511 0 0.0 0.0 -500.0 
 1 -11 0 0 0.0 0.0 -0.00142 0.000511 0 0.0 0.0 500.0 
2
 1 11 0 0 0.0 0.0 0.00142 0.000511 0 0.0 0.0 -500.0 
 1 -11 0 0 0.0 0.0 -0.00142 0.000511 0 0.0 0.0 500.0 
2
 1 11 0 0 0.0 0.0 0.00142 0.000511 0 0.0 0.0 -500.0 
 1 -11 0 0 0.0 0.0 -0.00142 0.000511 0 0.0 0.0 500.0 
2
 1 11 0 0 0.0 0.0 0.00142 0.000511 0 0.0 0.0 -500.0 
 1 -11 0 0 0.0 0.0 -0.00142 0.000511 0 0.0 0.0 500.0 
2
 1 11 0 0 0.0 0.0 0.00142 0.000511 0 0.0 0.0 -500.0 
 1 -11 0 0 0.0 0.0 -0.00142 0.000511 0 0.0 0.0 500.0 
2
 1 11 0 0 0.0 0.0 0.00142 0.000511 0 0.0 0.0 -500.0 
 1 -11 0 0 0.0 0.0 -0.00142 0.000511 0 0.0 0.0 500.0 
2
 1 11 0 0 0.0 0.0 0.00142 0.000511 0 0.0 0.0 -500.0 
 1 -11 0 0 0.0 0.0 -0.00142 0.000511 0 0.0 0.0 500.0 
2
 1 11 0 0 0.0 0.0 0.00142 0.000511 0 0.0 0.0 -500.0 
 1 -11 0 0 0.0 0.0 -0.00142 0.000511 0 0.0 0.0 500.0 
